54.36.150.56 - - [06/Mar/2019:02:14:49 -0800] "GET /self.logs/access.log.2018-05-11.gz HTTP/1.1" 200 31990 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" 
3.84.65.86 - - [06/Mar/2019:05:13:58 -0800] "GET /self.logs/2016/error.log.2016-12-21.gz HTTP/1.1" 200 1286 "http://www.secrepo.com/self.logs/2016/" "Wget/1.19.4 (linux-gnu)" 
3.84.65.86 - - [06/Mar/2019:05:13:58 -0800] "GET /self.logs/2016/error.log.2016-12-22.gz HTTP/1.1" 200 900 "http://www.secrepo.com/self.logs/2016/" "Wget/1.19.4 (linux-gnu)" 
3.84.65.86 - - [06/Mar/2019:05:13:58 -0800] "GET /self.logs/2016/error.log.2016-12-23.gz HTTP/1.1" 200 925 "http://www.secrepo.com/self.logs/2016/" "Wget/1.19.4 (linux-gnu)" 
3.84.65.86 - - [06/Mar/2019:05:13:58 -0800] "GET /self.logs/2016/error.log.2016-12-24.gz HTTP/1.1" 200 970 "http://www.secrepo.com/self.logs/2016/" "Wget/1.19.4 (linux-gnu)" 
3.84.65.86 - - [06/Mar/2019:05:13:58 -0800] "GET /self.logs/2016/error.log.2016-12-25.gz HTTP/1.1" 200 573 "http://www.secrepo.com/self.logs/2016/" "Wget/1.19.4 (linux-gnu)" 
3.84.65.86 - - [06/Mar/2019:05:13:58 -0800] "GET /self.logs/2016/error.log.2016-12-26.gz HTTP/1.1" 200 879 "http://www.secrepo.com/self.logs/2016/" "Wget/1.19.4 (linux-gnu)" 
3.84.65.86 - - [06/Mar/2019:05:13:58 -0800] "GET /self.logs/2016/error.log.2016-12-27.gz HTTP/1.1" 200 1042 "http://www.secrepo.com/self.logs/2016/" "Wget/1.19.4 (linux-gnu)" 
3.84.65.86 - - [06/Mar/2019:05:13:58 -0800] "GET /self.logs/2016/error.log.2016-12-28.gz HTTP/1.1" 200 986 "http://www.secrepo.com/self.logs/2016/" "Wget/1.19.4 (linux-gnu)" 
3.84.65.86 - - [06/Mar/2019:05:13:58 -0800] "GET /self.logs/2016/error.log.2016-12-29.gz HTTP/1.1" 200 774 "http://www.secrepo.com/self.logs/2016/" "Wget/1.19.4 (linux-gnu)" 
3.84.65.86 - - [06/Mar/2019:05:13:58 -0800] "GET /self.logs/2016/error.log.2016-12-30.gz HTTP/1.1" 200 600 "http://www.secrepo.com/self.logs/2016/" "Wget/1.19.4 (linux-gnu)" 
3.84.65.86 - - [06/Mar/2019:05:13:58 -0800] "GET /self.logs/2016/error.log.2016-12-31.gz HTTP/1.1" 200 722 "http://www.secrepo.com/self.logs/2016/" "Wget/1.19.4 (linux-gnu)" 
3.84.65.86 - - [06/Mar/2019:05:13:58 -0800] "GET /self.logs/2015/?C=N;O=A HTTP/1.1" 200 67471 "http://www.secrepo.com/self.logs/2015/?C=N;O=D" "Wget/1.19.4 (linux-gnu)" 
3.84.65.86 - - [06/Mar/2019:05:13:58 -0800] "GET /self.logs/2015/?C=M;O=D HTTP/1.1" 200 67471 "http://www.secrepo.com/self.logs/2015/?C=M;O=A" "Wget/1.19.4 (linux-gnu)" 
3.84.65.86 - - [06/Mar/2019:05:13:58 -0800] "GET /self.logs/2015/?C=S;O=D HTTP/1.1" 200 67471 "http://www.secrepo.com/self.logs/2015/?C=S;O=A" "Wget/1.19.4 (linux-gnu)" 
3.84.65.86 - - [06/Mar/2019:05:13:58 -0800] "GET /self.logs/2015/?C=D;O=D HTTP/1.1" 200 67471 "http://www.secrepo.com/self.logs/2015/?C=D;O=A" "Wget/1.19.4 (linux-gnu)" 
3.84.65.86 - - [06/Mar/2019:05:13:58 -0800] "GET /self.logs/2016/?C=N;O=A HTTP/1.1" 200 70732 "http://www.secrepo.com/self.logs/2016/?C=N;O=D" "Wget/1.19.4 (linux-gnu)" 
3.84.65.86 - - [06/Mar/2019:05:13:58 -0800] "GET /self.logs/2016/?C=M;O=D HTTP/1.1" 200 70697 "http://www.secrepo.com/self.logs/2016/?C=M;O=A" "Wget/1.19.4 (linux-gnu)" 
3.84.65.86 - - [06/Mar/2019:05:13:59 -0800] "GET /self.logs/2016/?C=S;O=D HTTP/1.1" 200 70734 "http://www.secrepo.com/self.logs/2016/?C=S;O=A" "Wget/1.19.4 (linux-gnu)" 
3.84.65.86 - - [06/Mar/2019:05:13:59 -0800] "GET /self.logs/2016/?C=D;O=D HTTP/1.1" 200 70733 "http://www.secrepo.com/self.logs/2016/?C=D;O=A" "Wget/1.19.4 (linux-gnu)" 
108.59.8.70 - - [06/Mar/2019:05:14:59 -0800] "GET /robots.txt HTTP/1.1" 301 518 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
108.59.8.70 - - [06/Mar/2019:05:15:00 -0800] "GET /robots.txt HTTP/1.1" 200 289 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
108.59.8.70 - - [06/Mar/2019:05:15:03 -0800] "GET / HTTP/1.1" 301 442 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
108.59.8.70 - - [06/Mar/2019:05:15:06 -0800] "GET / HTTP/1.1" 200 46368 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
18.205.202.44 - - [06/Mar/2019:05:17:05 -0800] "GET /Datasets%20Description/HTML_Bro_log_1 HTTP/1.1" 301 552 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36" 
18.205.202.44 - - [06/Mar/2019:05:17:05 -0800] "GET /Datasets%20Description/HTML_Bro_log_1/ HTTP/1.1" 200 733 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36" 
18.205.202.44 - - [06/Mar/2019:05:17:09 -0800] "GET /Datasets%20Description/HTML_Bro_log_1/http.html HTTP/1.1" 200 1928 "http://www.secrepo.com/Datasets%20Description/HTML_Bro_log_1/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36" 
49.77.139.237 - - [06/Mar/2019:05:17:34 -0800] "GET /favicon.ico HTTP/1.1" 200 268 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36" 
18.205.202.44 - - [06/Mar/2019:05:17:19 -0800] "GET /tg/a.zip HTTP/1.1" 200 66189337 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36" 
61.150.43.52 - - [06/Mar/2019:05:18:18 -0800] "GET /favicon.ico HTTP/1.1" 200 268 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.221 Safari/537.36 SE 2.X MetaSr 1.0" 
18.205.202.44 - - [06/Mar/2019:05:22:08 -0800] "GET /squid/access.log.gz HTTP/1.1" 200 23177322 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36" 
41.223.160.131 - - [06/Mar/2019:05:27:38 -0800] "GET /maccdc2012/dns.log.gz HTTP/1.1" 304 154 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" 
54.36.150.187 - - [06/Mar/2019:05:27:52 -0800] "GET /self.logs/error.log.2015-04-10.gz HTTP/1.1" 404 284 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" 
41.223.160.131 - - [06/Mar/2019:05:29:23 -0800] "GET /tg/tg_snort_fast.7z HTTP/1.1" 304 131 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" 
113.171.224.176 - - [06/Mar/2019:05:31:15 -0800] "GET /honeypot/Honeypot%20-%20Howto.pdf HTTP/1.1" 200 61320 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" 
157.55.39.127 - - [06/Mar/2019:05:37:01 -0800] "GET /self.logs/access.log.2017-12-27.gz HTTP/1.1" 200 20575 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
221.229.204.71 - - [06/Mar/2019:05:39:16 -0800] "HEAD / HTTP/1.1" 200 295 "http://www.secrepo.com/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:16 -0800] "GET //plus/ad_js.php?aid=715 HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:17 -0800] "GET //dcman/BaseManage/TemplatePath_Manage.aspx?action=insert HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:22 -0800] "GET //FCKeditor/editor/filemanager/browser/default/connectors/php/connector.php HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:22 -0800] "GET //FCKeditor/editor/filemanager/connectors/php/connector.php HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:28 -0800] "GET //FCKeditor/editor/filemanager/connectors/asp/connector.asp HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:28 -0800] "GET //FCKeditor/editor/filemanager/connectors/aspx/connector.aspx HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:28 -0800] "GET //FCKeditor/editor/filemanager/browser/default/connectors/asp/connector.asp HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:30 -0800] "GET //FCKeditor/editor/filemanager/browser/default/connectors/aspx/connector.aspx HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:34 -0800] "GET //FCKeditor3/editor/filemanager/browser/default/connectors/php/connector.php HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:34 -0800] "GET //FCKeditor3/editor/filemanager/connectors/php/connector.php HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:35 -0800] "GET //FCKeditor3/editor/filemanager/connectors/asp/connector.asp HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:40 -0800] "GET //FCKeditor3/editor/filemanager/connectors/aspx/connector.aspx HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:40 -0800] "GET //FCKeditor3/editor/filemanager/browser/default/connectors/asp/connector.asp HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:41 -0800] "GET //FCKeditor3/editor/filemanager/browser/default/connectors/aspx/connector.aspx HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:42 -0800] "GET //Web_fckeditor/editor/filemanager/browser/default/connectors/php/connector.php HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:43 -0800] "GET //Web_fckeditor/editor/filemanager/connectors/php/connector.php HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:43 -0800] "GET //Web_fckeditor/editor/filemanager/connectors/asp/connector.asp HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:43 -0800] "GET //Web_fckeditor/editor/filemanager/connectors/aspx/connector.aspx HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:44 -0800] "GET //Web_fckeditor/editor/filemanager/browser/default/connectors/asp/connector.asp HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:44 -0800] "GET //Web_fckeditor/editor/filemanager/browser/default/connectors/aspx/connector.aspx HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:44 -0800] "GET //admin/FCKeditor/editor/filemanager/browser/default/connectors/php/connector.php HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:45 -0800] "GET //admin/FCKeditor/editor/filemanager/connectors/php/connector.php HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:45 -0800] "GET //admin/FCKeditor/editor/filemanager/connectors/asp/connector.asp HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:45 -0800] "GET //admin/FCKeditor/editor/filemanager/connectors/aspx/connector.aspx HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:45 -0800] "GET //admin/FCKeditor/editor/filemanager/browser/default/connectors/asp/connector.asp HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:46 -0800] "GET //admin/FCKeditor/editor/filemanager/browser/default/connectors/aspx/connector.aspx HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:47 -0800] "POST //index.php?c=api&m=data2&auth=50ce0d2401ce4802751739552c8e4467&param=update_avatar HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:47 -0800] "PUT //Rose20190306213946.txt HTTP/1.1" 405 450 "http://www.secrepo.com//Rose20190306213946.txt" "-" 
221.229.204.71 - - [06/Mar/2019:05:39:48 -0800] "GET //Rose20190306213946.txt HTTP/1.1" 404 239 "-" "-" 
221.229.204.71 - - [06/Mar/2019:05:39:48 -0800] "GET //index.php?lang=Cn&index=0000 HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:50 -0800] "POST //index.php?m=member&c=index&a=register&siteid=1 HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:55 -0800] "GET //NewsType.asp?SmallClass=%27%20union%20select%200,username%2BCHR(124)%2Bpassword,2,3,4,5,6,7,8,9%20from%20admin%20union%20select%20*%20from%20news%20where%201=2%20and%20%27%27=%27 HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:55 -0800] "POST ///lib/smarty/plugins/modifier.config.php HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:56 -0800] "POST //index.php/Home/AppUpload/commentUpload HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
221.229.204.71 - - [06/Mar/2019:05:39:57 -0800] "POST //index.php?s=/admin/upload/uploadfile HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
60.38.108.107 - - [06/Mar/2019:05:40:46 -0800] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 590 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:56.0) Gecko/20100101 Firefox/56.0" 
180.253.182.84 - - [06/Mar/2019:05:57:38 -0800] "GET /wp-login.php HTTP/1.1" 418 732 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1" 
180.253.182.84 - - [06/Mar/2019:05:57:39 -0800] "GET / HTTP/1.1" 418 732 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1" 
86.150.6.52 - - [06/Mar/2019:05:59:55 -0800] "GET / HTTP/1.1" 301 498 "http://secrepo.com" "Wget/1.15 (linux-gnu)" 
86.150.6.52 - - [06/Mar/2019:05:59:55 -0800] "GET / HTTP/1.1" 200 46423 "http://secrepo.com" "Wget/1.15 (linux-gnu)" 
106.11.157.42 - - [06/Mar/2019:06:02:33 -0800] "GET / HTTP/1.1" 200 12433 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.81 YisouSpider/5.0 Safari/537.36" 
157.55.39.38 - - [06/Mar/2019:06:03:46 -0800] "GET /robots.txt HTTP/1.1" 200 334 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
54.36.149.31 - - [06/Mar/2019:06:04:47 -0800] "GET /self.logs/error.log.2015-08-04.gz HTTP/1.1" 404 284 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" 
40.77.167.36 - - [06/Mar/2019:06:08:15 -0800] "GET /maccdc2012/dns.log.gz HTTP/1.1" 200 6629420 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
54.36.148.144 - - [06/Mar/2019:06:08:18 -0800] "GET /self.logs/2015/access.log.2015-03-13.gz HTTP/1.1" 200 4822 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" 
66.249.64.66 - - [06/Mar/2019:06:10:50 -0800] "GET /robots.txt HTTP/1.1" 301 502 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.141 - - [06/Mar/2019:06:10:50 -0800] "GET /robots.txt HTTP/1.1" 200 334 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.66 - - [06/Mar/2019:06:10:50 -0800] "GET / HTTP/1.1" 301 482 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.141 - - [06/Mar/2019:06:10:51 -0800] "GET / HTTP/1.1" 200 12469 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.143 - - [06/Mar/2019:06:10:54 -0800] "GET /Datasets%20Description/Network/ssl.html HTTP/1.1" 200 1479 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
23.253.92.35 - - [06/Mar/2019:06:10:57 -0800] "GET /robots.txt HTTP/1.1" 301 446 "-" "Tornado-Async-Client" 
23.253.92.35 - - [06/Mar/2019:06:10:57 -0800] "GET /robots.txt HTTP/1.1" 304 130 "-" "Tornado-Async-Client" 
23.253.92.35 - - [06/Mar/2019:06:10:57 -0800] "GET /honeypot/BSidesDFW%20-%202014.ipynb HTTP/1.1" 301 484 "-" "Tornado-Async-Client" 
23.253.92.35 - - [06/Mar/2019:06:10:57 -0800] "GET /honeypot/BSidesDFW%20-%202014.ipynb HTTP/1.1" 200 930780 "-" "Tornado-Async-Client" 
66.249.64.141 - - [06/Mar/2019:06:10:57 -0800] "GET /data HTTP/1.1" 404 340 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.139 - - [06/Mar/2019:06:11:01 -0800] "GET /Datasets%20Description/HTML_Bro_log_2 HTTP/1.1" 301 552 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.139 - - [06/Mar/2019:06:11:01 -0800] "GET /Datasets%20Description/HTML_Bro_log_2/ HTTP/1.1" 200 732 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.139 - - [06/Mar/2019:06:11:05 -0800] "GET /Datasets%20Description/HTML_Bro_log_1 HTTP/1.1" 301 552 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.139 - - [06/Mar/2019:06:11:05 -0800] "GET /Datasets%20Description/HTML_Bro_log_1/ HTTP/1.1" 200 733 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.139 - - [06/Mar/2019:06:11:12 -0800] "GET /Datasets%20Description/PE_malware/Zeus.html HTTP/1.1" 200 1592 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.139 - - [06/Mar/2019:06:11:19 -0800] "GET /Datasets%20Description/Network/signatures.html HTTP/1.1" 404 340 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.94 - - [06/Mar/2019:06:11:24 -0800] "GET / HTTP/1.1" 301 483 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.139 - - [06/Mar/2019:06:11:24 -0800] "GET / HTTP/1.1" 304 189 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.139 - - [06/Mar/2019:06:11:27 -0800] "GET /Datasets%20Description/PE_malware/VirusShare.html HTTP/1.1" 200 1545 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.141 - - [06/Mar/2019:06:13:24 -0800] "GET /data HTTP/1.1" 404 340 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.139 - - [06/Mar/2019:06:13:24 -0800] "GET /Datasets%20Description/HTML_Bro_log_2 HTTP/1.1" 301 552 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.141 - - [06/Mar/2019:06:13:24 -0800] "GET /Datasets%20Description/HTML_Bro_log_2/ HTTP/1.1" 200 732 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.139 - - [06/Mar/2019:06:13:25 -0800] "GET /Datasets%20Description/HTML_Bro_log_1 HTTP/1.1" 301 551 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.139 - - [06/Mar/2019:06:13:25 -0800] "GET /Datasets%20Description/Network/ssl.html HTTP/1.1" 304 188 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.141 - - [06/Mar/2019:06:13:26 -0800] "GET /Datasets%20Description/HTML_Bro_log_1/ HTTP/1.1" 200 734 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
